category,group,name,sci_name,url
plant,shrubs,butterflybush,buddleja spp.,https://www.invasive.org/browse/subinfo.cfm?sub=10956
plant,shrubs,littleleaf boxwood,buxus microphylla,https://www.invasive.org/browse/subinfo.cfm?sub=18652
plant,shrubs,american boxwood,buxus sempervirens,https://www.invasive.org/browse/subinfo.cfm?sub=23187
plant,shrubs,boxwood,buxus spp.,https://www.invasive.org/browse/subinfo.cfm?sub=10135
plant,shrubs,paradise poinciana,caesalpinia gilliesii,https://www.invasive.org/browse/subinfo.cfm?sub=13945
plant,shrubs,roostertree,calotropis procera,https://www.invasive.org/browse/subinfo.cfm?sub=12127
plant,shrubs,siberian peashrub,caragana arborescens,https://www.invasive.org/browse/subinfo.cfm?sub=9925
plant,shrubs,natal-plum,carissa macrocarpa,https://www.invasive.org/browse/subinfo.cfm?sub=13952
plant,shrubs,hottentot fig,carpobrotus edulis,https://www.invasive.org/browse/subinfo.cfm?sub=5233
plant,shrubs,sheoak,casuarina spp.,https://www.invasive.org/browse/subinfo.cfm?sub=18724
plant,shrubs,madagascar periwinkle,catharanthus roseus,https://www.invasive.org/browse/subinfo.cfm?sub=13954
plant,shrubs,flowering quince,chaenomeles speciosa,https://www.invasive.org/browse/subinfo.cfm?sub=18303
plant,shrubs,geraldton wax,chamelaucium uncinatum,https://www.invasive.org/browse/subinfo.cfm?sub=33843
plant,shrubs,rock rose,cistus creticus,https://www.invasive.org/browse/subinfo.cfm?sub=10550
plant,shrubs,salvia cistus,cistus salviifolius,https://www.invasive.org/browse/subinfo.cfm?sub=46923
plant,shrubs,turk's turbin,clerodendrum indicum,https://www.invasive.org/browse/subinfo.cfm?sub=13964
plant,shrubs,starburst bush,clerodendrum quadriloculare,https://www.invasive.org/browse/subinfo.cfm?sub=59435
plant,shrubs,soapbush,clidemia hirta,https://www.invasive.org/browse/subinfo.cfm?sub=5348
plant,shrubs,narrow-leaved iceplant,conicosia pugioniformis,https://www.invasive.org/browse/subinfo.cfm?sub=5379
plant,shrubs,creeping mirrorplant,coprosma repens,https://www.invasive.org/browse/subinfo.cfm?sub=29868
plant,shrubs,milkflower cotoneaster,cotoneaster coriaceus,https://www.invasive.org/browse/subinfo.cfm?sub=5372
plant,shrubs,orange cotoneaster,cotoneaster franchetii,https://www.invasive.org/browse/subinfo.cfm?sub=13976
plant,shrubs,silverleaf cotoneaster,cotoneaster pannosus,https://www.invasive.org/browse/subinfo.cfm?sub=5377
plant,shrubs,cotoneaster,cotoneaster spp.,https://www.invasive.org/browse/subinfo.cfm?sub=12371
plant,shrubs,washington hawthorn,crataegus phaenopyrum,https://www.invasive.org/browse/subinfo.cfm?sub=17250
plant,shrubs,quince,cydonia oblonga,https://www.invasive.org/browse/subinfo.cfm?sub=12195
plant,shrubs,scotch broom,cytisus scoparius,https://www.invasive.org/browse/subinfo.cfm?sub=4408
plant,shrubs,striated broom,cytisus striatus,https://www.invasive.org/browse/subinfo.cfm?sub=5511
plant,shrubs,february daphne,daphne mezereum,https://www.invasive.org/browse/subinfo.cfm?sub=13986
plant,shrubs,creeping beggarweed,desmodium incanum,https://www.invasive.org/browse/subinfo.cfm?sub=13987
plant,shrubs,fuzzy pride-of-rochester,deutzia scabra,https://www.invasive.org/browse/subinfo.cfm?sub=11545
plant,shrubs,pride of madeira,echium candicans,https://www.invasive.org/browse/subinfo.cfm?sub=18737
plant,shrubs,russian olive,elaeagnus angustifolia,https://www.invasive.org/browse/subinfo.cfm?sub=3022
plant,shrubs,thorny olive,elaeagnus pungens,https://www.invasive.org/browse/subinfo.cfm?sub=4526
plant,shrubs,elaeagnus,elaeagnus spp.,https://www.invasive.org/browse/subinfo.cfm?sub=17423
plant,shrubs,autumn olive,elaeagnus umbellata,https://www.invasive.org/browse/subinfo.cfm?sub=3021
plant,shrubs,five-leaf aralia,eleutherococcus sieboldianus,https://www.invasive.org/browse/subinfo.cfm?sub=57528
plant,shrubs,scots heath,erica cinerea,https://www.invasive.org/browse/subinfo.cfm?sub=14005
plant,shrubs,spanish heath,erica lusitanica,https://www.invasive.org/browse/subinfo.cfm?sub=14006
plant,shrubs,surinam cherry,eugenia uniflora,https://www.invasive.org/browse/subinfo.cfm?sub=5636
plant,shrubs,winged burning bush,euonymus alatus,https://www.invasive.org/browse/subinfo.cfm?sub=3023
plant,shrubs,burningbush,euonymus atropurpureus,https://www.invasive.org/browse/subinfo.cfm?sub=27068
plant,shrubs,european spindletree,euonymus europaeus,https://www.invasive.org/browse/subinfo.cfm?sub=11547
plant,shrubs,common pearlbrush,exochorda racemosa,https://www.invasive.org/browse/subinfo.cfm?sub=14014
plant,shrubs,chinese parasoltree,firmiana simplex,https://www.invasive.org/browse/subinfo.cfm?sub=11357
plant,shrubs,common bushweed,flueggea virosa,https://www.invasive.org/browse/subinfo.cfm?sub=29307
plant,shrubs,greenstem forsythia,forsythia viridissima,https://www.invasive.org/browse/subinfo.cfm?sub=18313
plant,shrubs,showy forsythia,forsythia x intermedia,https://www.invasive.org/browse/subinfo.cfm?sub=17306
plant,shrubs,glossy buckthorn,frangula alnus,https://www.invasive.org/browse/subinfo.cfm?sub=5649
plant,shrubs,mauritius hemp,furcraea foetida,https://www.invasive.org/browse/subinfo.cfm?sub=5655
plant,shrubs,scarlet gaura,gaura coccinea,https://www.invasive.org/browse/subinfo.cfm?sub=5657
plant,shrubs,french broom,genista monspessulana,https://www.invasive.org/browse/subinfo.cfm?sub=5666
plant,shrubs,dyer's greenweed,genista tinctoria,https://www.invasive.org/browse/subinfo.cfm?sub=11552
plant,shrubs,scarlet sprite,grevillea rosmarinifolia,https://www.invasive.org/browse/subinfo.cfm?sub=58809
plant,shrubs,broom snakeweed,gutierrezia sarothrae,https://www.invasive.org/browse/subinfo.cfm?sub=5681
plant,shrubs,strawflower,helichrysum petiolare,https://www.invasive.org/browse/subinfo.cfm?sub=5706
plant,shrubs,pearlflower,heterocentron subtriplinervium,https://www.invasive.org/browse/subinfo.cfm?sub=5715
plant,shrubs,hiptage,hiptage benghalensis,https://www.invasive.org/browse/subinfo.cfm?sub=5718
plant,shrubs,panicled hydrangea,hydrangea paniculata,https://www.invasive.org/browse/subinfo.cfm?sub=14077
plant,shrubs,aaron's beard,hypericum calycinum,https://www.invasive.org/browse/subinfo.cfm?sub=18314
plant,shrubs,canary island st. johnswort,hypericum canariense,https://www.invasive.org/browse/subinfo.cfm?sub=5734
plant,shrubs,shrubby st. johnswort,hypericum prolificum,https://www.invasive.org/browse/subinfo.cfm?sub=12793
plant,shrubs,anil de pasto,indigofera suffruticosa,https://www.invasive.org/browse/subinfo.cfm?sub=14079
plant,shrubs,poverty sumpweed,iva axillaris,https://www.invasive.org/browse/subinfo.cfm?sub=5890
plant,shrubs,cathedral bells,kalanchoe pinnata,https://www.invasive.org/browse/subinfo.cfm?sub=5902
plant,shrubs,japanese rose,kerria japonica,https://www.invasive.org/browse/subinfo.cfm?sub=11556
plant,shrubs,largeleaf lantana,lantana camara,https://www.invasive.org/browse/subinfo.cfm?sub=3031
plant,shrubs,weeping lantana,lantana montevidensis,https://www.invasive.org/browse/subinfo.cfm?sub=11559
plant,shrubs,french lavender,lavandula stoechas,https://www.invasive.org/browse/subinfo.cfm?sub=33552
plant,shrubs,australian teatree,leptospermum laevigatum,https://www.invasive.org/browse/subinfo.cfm?sub=24721
plant,shrubs,shrubby lespedeza,lespedeza bicolor,https://www.invasive.org/browse/subinfo.cfm?sub=3032
plant,shrubs,sericea lespedeza,lespedeza cuneata,https://www.invasive.org/browse/subinfo.cfm?sub=3033
plant,shrubs,hairy bush clovers,lespedeza spp.,https://www.invasive.org/browse/subinfo.cfm?sub=3409
plant,shrubs,amur privet,ligustrum amurense,https://www.invasive.org/browse/subinfo.cfm?sub=11560
plant,shrubs,japanese privet,ligustrum japonicum,https://www.invasive.org/browse/subinfo.cfm?sub=3034
plant,shrubs,glossy privet,ligustrum lucidum,https://www.invasive.org/browse/subinfo.cfm?sub=5942
plant,shrubs,border privet,ligustrum obtusifolium,https://www.invasive.org/browse/subinfo.cfm?sub=10087
plant,shrubs,california privet,ligustrum ovalifolium,https://www.invasive.org/browse/subinfo.cfm?sub=11561
plant,shrubs,chinese privet,ligustrum sinense,https://www.invasive.org/browse/subinfo.cfm?sub=3035
plant,shrubs,privet,ligustrum spp.,https://www.invasive.org/browse/subinfo.cfm?sub=11311
plant,shrubs,european privet,ligustrum vulgare,https://www.invasive.org/browse/subinfo.cfm?sub=3036
plant,shrubs,northern spicebush,lindera benzoin,https://www.invasive.org/browse/subinfo.cfm?sub=12122
plant,shrubs,sweet breath of spring,lonicera fragrantissima,https://www.invasive.org/browse/subinfo.cfm?sub=3038
plant,shrubs,amur honeysuckle,lonicera maackii,https://www.invasive.org/browse/subinfo.cfm?sub=3040
plant,shrubs,morrow's honeysuckle,lonicera morrowii,https://www.invasive.org/browse/subinfo.cfm?sub=3041
plant,shrubs,bush honeysuckles (exotic),lonicera spp.,https://www.invasive.org/browse/subinfo.cfm?sub=3042
plant,shrubs,standish's honeysuckle,lonicera standishii,https://www.invasive.org/browse/subinfo.cfm?sub=10088
plant,shrubs,tatarian honeysuckle,lonicera tatarica,https://www.invasive.org/browse/subinfo.cfm?sub=3043
plant,shrubs,"showy fly honeysuckle, bell's honeysuckle",lonicera x bella,https://www.invasive.org/browse/subinfo.cfm?sub=5948
plant,shrubs,dwarf honeysuckle,lonicera xylosteum,https://www.invasive.org/browse/subinfo.cfm?sub=11564
plant,shrubs,longfruited primrose-willow,ludwigia octovalvis,https://www.invasive.org/browse/subinfo.cfm?sub=14108
plant,shrubs,african boxthorn,lycium ferocissimum,https://www.invasive.org/browse/subinfo.cfm?sub=4547
plant,shrubs,leatherleaf mahonia,mahonia bealei,https://www.invasive.org/browse/subinfo.cfm?sub=6889
plant,shrubs,oregon grape,mahonia nervosa,https://www.invasive.org/browse/subinfo.cfm?sub=9767
plant,shrubs,barberry,mahonia spp.,https://www.invasive.org/browse/subinfo.cfm?sub=12326
plant,shrubs,toringo crab,malus toringo,https://www.invasive.org/browse/subinfo.cfm?sub=52255
plant,shrubs,mazapan,malvaviscus penduliflorus,https://www.invasive.org/browse/subinfo.cfm?sub=14126
plant,shrubs,cassava,manihot esculenta,https://www.invasive.org/browse/subinfo.cfm?sub=14128
plant,shrubs,white horehound,marrubium vulgare,https://www.invasive.org/browse/subinfo.cfm?sub=5997
plant,shrubs,miconia,miconia calvescens,https://www.invasive.org/browse/subinfo.cfm?sub=6021
plant,shrubs,giant sensitiveplant,mimosa diplotricha,https://www.invasive.org/browse/subinfo.cfm?sub=4659
plant,shrubs,catclaw mimosa,mimosa pigra,https://www.invasive.org/browse/subinfo.cfm?sub=4548
plant,shrubs,sacred bamboo,nandina domestica,https://www.invasive.org/browse/subinfo.cfm?sub=3057
plant,shrubs,mickey mouse plant,ochna serrulata,https://www.invasive.org/browse/subinfo.cfm?sub=40433
plant,shrubs,devilsclub,oplopanax horridus,https://www.invasive.org/browse/subinfo.cfm?sub=12412
plant,shrubs,holly osmanthus,osmanthus heterophyllus,https://www.invasive.org/browse/subinfo.cfm?sub=22581
plant,shrubs,blue and white daisybush,osteospermum ecklonis,https://www.invasive.org/browse/subinfo.cfm?sub=25902
plant,shrubs,japanese pachysandra,pachysandra terminalis,https://www.invasive.org/browse/subinfo.cfm?sub=3058
plant,shrubs,sweet mock orange,philadelphus coronarius,https://www.invasive.org/browse/subinfo.cfm?sub=17270
plant,shrubs,new zealand flax,phormium tenax,https://www.invasive.org/browse/subinfo.cfm?sub=6181
plant,shrubs,oriental photinia,photinia villosa,https://www.invasive.org/browse/subinfo.cfm?sub=21993
plant,shrubs,chokeberry,photinia x fraseri,https://www.invasive.org/browse/subinfo.cfm?sub=20838
plant,shrubs,peruvian groundcherry,physalis peruviana,https://www.invasive.org/browse/subinfo.cfm?sub=14167
plant,shrubs,cure for all,pluchea carolinensis,https://www.invasive.org/browse/subinfo.cfm?sub=6198
plant,shrubs,indian camphorweed,pluchea indica,https://www.invasive.org/browse/subinfo.cfm?sub=6199
plant,shrubs,bukhara fleeceflower,polygonum baldschuanicum,https://www.invasive.org/browse/subinfo.cfm?sub=18463
plant,shrubs,argentine screwbean,prosopis strombulifera,https://www.invasive.org/browse/subinfo.cfm?sub=4688
plant,shrubs,strawberry guava,psidium cattleianum,https://www.invasive.org/browse/subinfo.cfm?sub=6272
plant,shrubs,guava,psidium guajava,https://www.invasive.org/browse/subinfo.cfm?sub=6273
plant,shrubs,narrowleaf firethorn,pyracantha angustifolia,https://www.invasive.org/browse/subinfo.cfm?sub=14118
plant,shrubs,scarlet firethorn,pyracantha coccinea,https://www.invasive.org/browse/subinfo.cfm?sub=14117
plant,shrubs,formosa firethorn,pyracantha koidzumii,https://www.invasive.org/browse/subinfo.cfm?sub=21994
plant,shrubs,firethorn,pyracantha spp.,https://www.invasive.org/browse/subinfo.cfm?sub=16903
plant,shrubs,liverleaf wintergreen,pyrola asarifolia,https://www.invasive.org/browse/subinfo.cfm?sub=9979
plant,shrubs,european buckthorn,rhamnus cathartica,https://www.invasive.org/browse/subinfo.cfm?sub=3070
plant,shrubs,jetbead,rhodotypos scandens,https://www.invasive.org/browse/subinfo.cfm?sub=6891
plant,shrubs,staghorn sumac,rhus typhina,https://www.invasive.org/browse/subinfo.cfm?sub=3950
plant,shrubs,golden currant,ribes aureum,https://www.invasive.org/browse/subinfo.cfm?sub=3728
plant,shrubs,cultivated currant,ribes rubrum,https://www.invasive.org/browse/subinfo.cfm?sub=11576
plant,shrubs,european gooseberry,ribes uva-crispa,https://www.invasive.org/browse/subinfo.cfm?sub=22868
plant,shrubs,castorbean,ricinus communis,https://www.invasive.org/browse/subinfo.cfm?sub=6320
plant,shrubs,macartney rose,rosa bracteata,https://www.invasive.org/browse/subinfo.cfm?sub=4606
plant,shrubs,dog rose,rosa canina,https://www.invasive.org/browse/subinfo.cfm?sub=11578
plant,shrubs,french rose,rosa gallica,https://www.invasive.org/browse/subinfo.cfm?sub=11580
plant,shrubs,cherokee rose,rosa laevigata,https://www.invasive.org/browse/subinfo.cfm?sub=10089
plant,shrubs,memorial rose,rosa luciae,https://www.invasive.org/browse/subinfo.cfm?sub=78762
plant,shrubs,multiflora rose,rosa multiflora,https://www.invasive.org/browse/subinfo.cfm?sub=3071
plant,shrubs,sweetbriar,rosa rubiginosa,https://www.invasive.org/browse/subinfo.cfm?sub=56635
plant,shrubs,seaside rose,rosa rugosa,https://www.invasive.org/browse/subinfo.cfm?sub=11582
plant,shrubs,scottish rose,rosa spinosissima,https://www.invasive.org/browse/subinfo.cfm?sub=14096
plant,shrubs,rose,rosa spp.,https://www.invasive.org/browse/subinfo.cfm?sub=4252
plant,shrubs,allegheny blackberry,rubus allegheniensis,https://www.invasive.org/browse/subinfo.cfm?sub=22315
plant,shrubs,highbush blackberry,rubus argutus,https://www.invasive.org/browse/subinfo.cfm?sub=6333
plant,shrubs,himalayan blackberry,rubus armeniacus,https://www.invasive.org/browse/subinfo.cfm?sub=6338
plant,shrubs,european red raspberry,rubus idaeus,https://www.invasive.org/browse/subinfo.cfm?sub=9857
plant,shrubs,wine raspberry,rubus phoenicolasius,https://www.invasive.org/browse/subinfo.cfm?sub=3072
plant,shrubs,west indian raspberry,rubus rosifolius,https://www.invasive.org/browse/subinfo.cfm?sub=6348
plant,shrubs,britton's wild petunia,ruellia simplex,https://www.invasive.org/browse/subinfo.cfm?sub=6334
plant,shrubs,large gray willow,salix atrocinerea,https://www.invasive.org/browse/subinfo.cfm?sub=38096
plant,shrubs,goat willow,salix caprea,https://www.invasive.org/browse/subinfo.cfm?sub=11588
plant,shrubs,corkscrew willow,salix matsudana,https://www.invasive.org/browse/subinfo.cfm?sub=14066
plant,shrubs,purpleosier willow,salix purpurea,https://www.invasive.org/browse/subinfo.cfm?sub=11592
plant,shrubs,lavender cotton,santolina chamaecyparissus,https://www.invasive.org/browse/subinfo.cfm?sub=38307
plant,shrubs,greasewood,sarcobatus vermiculatus,https://www.invasive.org/browse/subinfo.cfm?sub=6376
plant,shrubs,beach naupaka,scaevola taccada,https://www.invasive.org/browse/subinfo.cfm?sub=6390
plant,shrubs,silver senna,senna artemisioides,https://www.invasive.org/browse/subinfo.cfm?sub=48689
plant,shrubs,african senna,senna didymobotrya,https://www.invasive.org/browse/subinfo.cfm?sub=23354
plant,shrubs,glandular senna,senna multiglandulosa,https://www.invasive.org/browse/subinfo.cfm?sub=34033
plant,shrubs,red sesbania,sesbania punicea,https://www.invasive.org/browse/subinfo.cfm?sub=6404
plant,shrubs,american black nightshade,solanum americanum,https://www.invasive.org/browse/subinfo.cfm?sub=6430
plant,shrubs,orangeberry nightshade,solanum lanceolatum,https://www.invasive.org/browse/subinfo.cfm?sub=6454
plant,shrubs,black nightshade,solanum nigrum,https://www.invasive.org/browse/subinfo.cfm?sub=6457
plant,shrubs,jerusalem-cherry,solanum pseudocapsicum,https://www.invasive.org/browse/subinfo.cfm?sub=13263
plant,shrubs,tropical soda apple,solanum viarum,https://www.invasive.org/browse/subinfo.cfm?sub=2446
plant,shrubs,false spiraea,sorbaria sorbifolia,https://www.invasive.org/browse/subinfo.cfm?sub=14050
plant,shrubs,spanish broom,spartium junceum,https://www.invasive.org/browse/subinfo.cfm?sub=6482
plant,shrubs,swainsonpea,sphaerophysa salsula,https://www.invasive.org/browse/subinfo.cfm?sub=6484
plant,shrubs,japanese spiraea,spiraea japonica,https://www.invasive.org/browse/subinfo.cfm?sub=3076
plant,shrubs,thunberg's meadowsweet,spiraea thunbergii,https://www.invasive.org/browse/subinfo.cfm?sub=14047
plant,shrubs,vanhoutte spiraea,spiraea x vanhouttei,https://www.invasive.org/browse/subinfo.cfm?sub=18404
plant,shrubs,nettleleaf velvetberry,stachytarpheta urticifolia,https://www.invasive.org/browse/subinfo.cfm?sub=14040
plant,shrubs,japanese tree lilac,syringa reticulata,https://www.invasive.org/browse/subinfo.cfm?sub=17285
plant,shrubs,common lilac,syringa vulgaris,https://www.invasive.org/browse/subinfo.cfm?sub=11529
plant,shrubs,french tamarisk,tamarix gallica,https://www.invasive.org/browse/subinfo.cfm?sub=6511
plant,shrubs,tamarisk,tamarix spp.,https://www.invasive.org/browse/subinfo.cfm?sub=3078
plant,shrubs,cape honeysuckle,tecoma capensis,https://www.invasive.org/browse/subinfo.cfm?sub=27756
plant,shrubs,tropical almond,terminalia catappa,https://www.invasive.org/browse/subinfo.cfm?sub=6519
plant,shrubs,new zealand spinach,tetragonia tetragonioides,https://www.invasive.org/browse/subinfo.cfm?sub=6523
plant,shrubs,herbaceous glorytree,tibouchina herbacea,https://www.invasive.org/browse/subinfo.cfm?sub=6529
plant,shrubs,ramgoat dashalong,turnera ulmifolia,https://www.invasive.org/browse/subinfo.cfm?sub=17568
plant,shrubs,gorse,ulex europaeus,https://www.invasive.org/browse/subinfo.cfm?sub=4340
plant,shrubs,linden viburnum,viburnum dilatatum,https://www.invasive.org/browse/subinfo.cfm?sub=10123
plant,shrubs,"cranberry viburnum, european highbush cranberry",viburnum opulus ssp. opulus,https://www.invasive.org/browse/subinfo.cfm?sub=6608
plant,shrubs,japanese snowball,viburnum plicatum,https://www.invasive.org/browse/subinfo.cfm?sub=11533
plant,shrubs,doublefile viburnum,viburnum plicatum tomentosum,https://www.invasive.org/browse/subinfo.cfm?sub=18417
plant,shrubs,leatherleaf arrowwood viburnum,viburnum rhytidophyllum,https://www.invasive.org/browse/subinfo.cfm?sub=17289
plant,shrubs,tea viburnum,viburnum setigerum,https://www.invasive.org/browse/subinfo.cfm?sub=22589
plant,shrubs,european mistletoe,viscum album,https://www.invasive.org/browse/subinfo.cfm?sub=6601
plant,shrubs,lilac chastetree,vitex agnus-castus,https://www.invasive.org/browse/subinfo.cfm?sub=14022
plant,shrubs,beach vitex,vitex rotundifolia,https://www.invasive.org/browse/subinfo.cfm?sub=11609
plant,shrubs,beargrass,yucca filamentosa,https://www.invasive.org/browse/subinfo.cfm?sub=12986
plant,shrubs,great plains yucca,yucca glauca,https://www.invasive.org/browse/subinfo.cfm?sub=3738
plant,shrubs,syrian beancaper,zygophyllum fabago,https://www.invasive.org/browse/subinfo.cfm?sub=6630
plant,tree,cootamundra wattle,acacia baileyana,https://www.invasive.org/browse/subinfo.cfm?sub=13204
plant,tree,small philippine acacia,acacia confusa,https://www.invasive.org/browse/subinfo.cfm?sub=5019
plant,tree,green wattle,acacia decurrens,https://www.invasive.org/browse/subinfo.cfm?sub=34701
plant,tree,black wattle,acacia mearnsii,https://www.invasive.org/browse/subinfo.cfm?sub=5024
plant,tree,black acacia,acacia melanoxylon,https://www.invasive.org/browse/subinfo.cfm?sub=5023
plant,tree,acacia,acacia spp.,https://www.invasive.org/browse/subinfo.cfm?sub=3425
plant,tree,hedge maple,acer campestre,https://www.invasive.org/browse/subinfo.cfm?sub=12452
plant,tree,amur maple,acer ginnala,https://www.invasive.org/browse/subinfo.cfm?sub=3965
plant,tree,amur maple,acer japonicum,https://www.invasive.org/browse/subinfo.cfm?sub=22563
plant,tree,"manitoba maple, boxelder",acer negundo,https://www.invasive.org/browse/subinfo.cfm?sub=3245
plant,tree,japanese maple,acer palmatum,https://www.invasive.org/browse/subinfo.cfm?sub=3001
plant,tree,norway maple,acer platanoides,https://www.invasive.org/browse/subinfo.cfm?sub=3002
plant,tree,sycamore maple,acer pseudoplatanus,https://www.invasive.org/browse/subinfo.cfm?sub=10634
plant,tree,silver maple,acer saccharinum,https://www.invasive.org/browse/subinfo.cfm?sub=3248
plant,tree,tatarian maple,acer tataricum,https://www.invasive.org/browse/subinfo.cfm?sub=51441
plant,tree,ohio buckeye,aesculus glabra,https://www.invasive.org/browse/subinfo.cfm?sub=3250
plant,tree,common horse chestnut,aesculus hippocastanum,https://www.invasive.org/browse/subinfo.cfm?sub=3385
plant,tree,red buckeye,aesculus pavia,https://www.invasive.org/browse/subinfo.cfm?sub=10343
plant,tree,tree-of-heaven,ailanthus altissima,https://www.invasive.org/browse/subinfo.cfm?sub=3003
plant,tree,mimosa,albizia julibrissin,https://www.invasive.org/browse/subinfo.cfm?sub=3004
plant,tree,woman's tongue tree,albizia lebbeck,https://www.invasive.org/browse/subinfo.cfm?sub=5060
plant,tree,european black alder,alnus glutinosa,https://www.invasive.org/browse/subinfo.cfm?sub=3252
plant,tree,cherimoya,annona cherimola,https://www.invasive.org/browse/subinfo.cfm?sub=22053
plant,tree,japanese angelica tree,aralia elata,https://www.invasive.org/browse/subinfo.cfm?sub=11536
plant,tree,shoebutton ardisia,ardisia elliptica,https://www.invasive.org/browse/subinfo.cfm?sub=5132
plant,tree,pawpaw,asimina triloba,https://www.invasive.org/browse/subinfo.cfm?sub=10341
plant,tree,european birch,betula pendula,https://www.invasive.org/browse/subinfo.cfm?sub=11537
plant,tree,javanese bishopwood,bischofia javanica,https://www.invasive.org/browse/subinfo.cfm?sub=5188
plant,tree,plume poppy,bocconia frutescens,https://www.invasive.org/browse/subinfo.cfm?sub=5190
plant,tree,whiteflower kurrajong,brachychiton populneum,https://www.invasive.org/browse/subinfo.cfm?sub=54469
plant,tree,paper-mulberry,broussonetia papyrifera,https://www.invasive.org/browse/subinfo.cfm?sub=5208
plant,tree,squarestem butterflybush,buddleja saligna,https://www.invasive.org/browse/subinfo.cfm?sub=50363
plant,tree,crimson bottlebrush,callistemon citrinus,https://www.invasive.org/browse/subinfo.cfm?sub=29960
plant,tree,bottlebrush,callistemon viminalis,https://www.invasive.org/browse/subinfo.cfm?sub=18422
plant,tree,incense-cedar,calocedrus decurrens,https://www.invasive.org/browse/subinfo.cfm?sub=3215
plant,tree,alexandrian laurel,calophyllum inophyllum,https://www.invasive.org/browse/subinfo.cfm?sub=13947
plant,tree,papaya,carica papaya,https://www.invasive.org/browse/subinfo.cfm?sub=13951
plant,tree,chinese chestnut,castanea mollissima,https://www.invasive.org/browse/subinfo.cfm?sub=3890
plant,tree,australian-pine,casuarina equisetifolia,https://www.invasive.org/browse/subinfo.cfm?sub=3268
plant,tree,gray sheoak,casuarina glauca,https://www.invasive.org/browse/subinfo.cfm?sub=5236
plant,tree,southern catalpa,catalpa bignonioides,https://www.invasive.org/browse/subinfo.cfm?sub=11350
plant,tree,chinese catalpa,catalpa ovata,https://www.invasive.org/browse/subinfo.cfm?sub=11541
plant,tree,northern catalpa,catalpa speciosa,https://www.invasive.org/browse/subinfo.cfm?sub=3958
plant,tree,catalpa,catalpa spp.,https://www.invasive.org/browse/subinfo.cfm?sub=6905
plant,tree,trumpet-tree,cecropia obtusifolia,https://www.invasive.org/browse/subinfo.cfm?sub=3269
plant,tree,deodar cedar,cedrus deodara,https://www.invasive.org/browse/subinfo.cfm?sub=13955
plant,tree,mediterrean hackberry,celtis australis,https://www.invasive.org/browse/subinfo.cfm?sub=13120
plant,tree,chinese hackberry,celtis sinensis,https://www.invasive.org/browse/subinfo.cfm?sub=28492
plant,tree,st. john's bread,ceratonia siliqua,https://www.invasive.org/browse/subinfo.cfm?sub=10382
plant,tree,katsura tree,cercidiphyllum japonicum,https://www.invasive.org/browse/subinfo.cfm?sub=17298
plant,tree,day jessamine,cestrum diurnum,https://www.invasive.org/browse/subinfo.cfm?sub=5272
plant,tree,night jessamine,cestrum nocturnum,https://www.invasive.org/browse/subinfo.cfm?sub=5284
plant,tree,port orford cedar,chamaecyparis lawsoniana,https://www.invasive.org/browse/subinfo.cfm?sub=3210
plant,tree,seifriz's chamaedorea,chamaedorea seifrizii,https://www.invasive.org/browse/subinfo.cfm?sub=11668
plant,tree,satinleaf,chrysophyllum oliviforme,https://www.invasive.org/browse/subinfo.cfm?sub=5315
plant,tree,quinine,cinchona pubescens,https://www.invasive.org/browse/subinfo.cfm?sub=5339
plant,tree,camphortree,cinnamomum camphora,https://www.invasive.org/browse/subinfo.cfm?sub=3014
plant,tree,juniper berry,citharexylum caudatum,https://www.invasive.org/browse/subinfo.cfm?sub=5326
plant,tree,spiny fiddlewood,citharexylum spinosum,https://www.invasive.org/browse/subinfo.cfm?sub=5340
plant,tree,tangerine,citrus reticulata,https://www.invasive.org/browse/subinfo.cfm?sub=10084
plant,tree,trifoliate orange,citrus trifoliata,https://www.invasive.org/browse/subinfo.cfm?sub=20019
plant,tree,lime,citrus x aurantiifolia,https://www.invasive.org/browse/subinfo.cfm?sub=12179
plant,tree,lemon,citrus x limon,https://www.invasive.org/browse/subinfo.cfm?sub=12180
plant,tree,orange,citrus x sinensis,https://www.invasive.org/browse/subinfo.cfm?sub=11731
plant,tree,arabian coffee,coffea arabica,https://www.invasive.org/browse/subinfo.cfm?sub=20403
plant,tree,asian nakedwood,colubrina asiatica,https://www.invasive.org/browse/subinfo.cfm?sub=5358
plant,tree,bladder senna,colutea arborescens,https://www.invasive.org/browse/subinfo.cfm?sub=13970
plant,tree,cabbage tree,cordyline australis,https://www.invasive.org/browse/subinfo.cfm?sub=18728
plant,tree,kousa dogwood,cornus kousa,https://www.invasive.org/browse/subinfo.cfm?sub=17242
plant,tree,common filbert,corylus avellana,https://www.invasive.org/browse/subinfo.cfm?sub=11675
plant,tree,lemonscented gum,corymbia citriodora,https://www.invasive.org/browse/subinfo.cfm?sub=38541
plant,tree,common hawthorn,crataegus monogyna,https://www.invasive.org/browse/subinfo.cfm?sub=5392
plant,tree,japanese cedar,cryptomeria japonica,https://www.invasive.org/browse/subinfo.cfm?sub=3426
plant,tree,chinese fir,cunninghamia lanceolata,https://www.invasive.org/browse/subinfo.cfm?sub=13980
plant,tree,carrotwood,cupaniopsis anacardioides,https://www.invasive.org/browse/subinfo.cfm?sub=5401
plant,tree,monterey cypress,cupressus macrocarpa,https://www.invasive.org/browse/subinfo.cfm?sub=12353
