ID;Longitude;Latitude;LandArea;PropLandArea;Biome;Realm;Country;SpeciesRichness_Expert;RecordDensity;SpeciesRichness_Records;InventoryCompleteness;NSpecies_Missed;EndemismRichness;Mountains;ProtectedAreas;OnGroundAccessibility;ProximityToAirports;ProximityToInstitutions;GlobalPeaceIndex;ScientificActivities;GBIF_Participation;ResearchFunding_National;ResearchFunding_Institutions;PublisherSize;UsedInModels
15086;145,5;15,38921;226320576,8;0,01;Tropical and Subtropical Dry Broadleaf Forests;Oceania;Northern Mariana Islands;16;41092,15402;16;100;0;2,96243407;363;0,000220899;398,71;130,6338803;144203,7492;NA;4,318181818;0;NA;1062,846615;73899870,18;0
15209;-91,5;14,35449;9589996828;0,76;Tropical and Subtropical Moist Broadleaf Forests;Neotropical;Guatemala;454;15915,54228;351;77,31277533;103;3,973032149;3440;0,1263975;150,894;76,31889003;166406,5272;2,296833333;19,61953125;0;2,287834;1056,978886;78056518,59;1
15210;-90,5;14,35449;11791314417;0,95;Mangroves;Neotropical;Guatemala;467;7681,077512;337;72,1627409;130;4,057469534;3694;0,008022901;112,423;91,98744007;166066,3098;2,296154686;19,558682;0;2,305573435;1051,587507;74531033,9;0
15211;-89,5;14,35449;12319155349;0,98;Tropical and Subtropical Coniferous Forests;Neotropical;Guatemala;451;4738,14952;337;74,72283814;114;3,618124254;2459;0,016794651;147,016;120,5449142;165692,1977;2,257383683;15,67441721;0;3,335439484;1060,077792;52397316,44;1
15212;-88,5;14,35449;12319134513;0,99;Tropical and Subtropical Moist Broadleaf Forests;Neotropical;Honduras;442;1562,609774;261;59,04977376;181;3,879832946;2698;0,062792745;197,127;124,662062;165288,2759;2,317373842;18,49809251;0;1,863617302;1060,662021;54224603,35;1
15213;-87,5;14,35449;12319211205;0,99;Tropical and Subtropical Moist Broadleaf Forests;Neotropical;Honduras;416;10507,16623;323;77,64423077;93;3,481257914;2175;0,059686625;126,043;137,7805852;164858,2342;2,339978493;20,02363073;0;1,291175858;1064,232231;74239683,73;1
15214;-86,5;14,35449;12319211205;1;Tropical and Subtropical Moist Broadleaf Forests;Neotropical;Honduras;478;385,5766348;148;30,9623431;330;3,762234063;1840;0,011400039;263,856;162,0075691;164405,2525;2,324977217;20,1607148;0,042854531;1,247068957;1062,423638;33247757,94;1
15215;-85,5;14,35449;12319211205;1;Tropical and Subtropical Moist Broadleaf Forests;Neotropical;Honduras;470;379,8944528;237;50,42553191;233;3,701902771;1480;0,293611004;844,342;135,611332;163932,0299;2,223351193;20,23315241;0,301225781;1,264052474;1064,232231;54400570,43;1
15216;-84,5;14,35449;12319058019;1;Tropical and Subtropical Coniferous Forests;Neotropical;Honduras;427;420,4866957;168;39,3442623;259;2,829923123;988;0,021489861;864,241;72,10097489;163440,8739;2,008881876;20,38606039;0,846496922;1,299896907;1064,232231;2322759,894;1
15217;-83,5;14,35449;8614059360;0,7;Mangroves;Neotropical;Honduras;431;265,8444648;83;19,2575406;348;2,617988959;338;0,294829073;536,774;88,82636595;162933,8169;1,962924791;20,41878071;0,963326804;1,307574361;1064,232231;18367970,18;0
15218;-82,5;14,35449;43101818,25;0,00282;Tropical and Subtropical Moist Broadleaf Forests;Neotropical;Nicaragua;7;0;0;0;7;0,009916405;NA;0,999989457;596,507;162,7762653;NA;1,9485;20,4290625;1;1,309985;NA;NA;0
15239;-61,5;14,35449;730742752,1;0,04;Tropical and Subtropical Moist Broadleaf Forests;Neotropical;Saint Lucia;126;10824,60275;57;45,23809524;69;4,041640481;1242;0,04565168;36,1684;79,20490999;150434,8528;NA;8,366030058;0;NA;1011,557809;69154188,1;0
15240;-60,5;14,35449;813932467,5;0,07;Tropical and Subtropical Moist Broadleaf Forests;Neotropical;Saint Lucia;130;20431,67052;67;51,53846154;63;4,049953769;487;0,015942283;37,103;87,21373364;149785,8694;NA;8,075303897;0;NA;1047,376123;60883532,4;0
15276;-24,5;14,35449;140934105,7;0,01;Tropical and Subtropical Dry Broadleaf Forests;Afrotropics;Cape Verde;24;7095,514565;10;41,66666667;14;0,270328925;850;0;338,032;171,6818471;121280,1648;NA;7;0;NA;1064,232231;157901;0
15284;-16,5;14,35449;11025694011;0,84;Tropical and subtropical grasslands, savannas, and shrublands;Afrotropics;Senegal;416;584,0902163;191;45,91346154;225;0,660111775;140;0,000279171;139,673;133,8986244;115057,2225;2,014;26,83209375;0;6,35198;1031,206058;46443603,84;1
15285;-15,5;14,35449;12319211205;1;Tropical and subtropical grasslands, savannas, and shrublands;Afrotropics;Senegal;415;4,870441703;5;1,204819277;410;0,676591561;55;0;166,81;174,4676457;114331,0494;2,014;26,83209375;0;6,35198;855,306653;28129179;1
15286;-14,5;14,35449;12319211205;1;Tropical and subtropical grasslands, savannas, and shrublands;Afrotropics;Senegal;394;79,55054782;34;8,629441624;360;0,568315812;55;0,095689982;284,655;184,2516555;113618,9002;2,014;26,83209375;0;6,35198;812,4902463;10922440,66;1
15287;-13,5;14,35449;12319211205;1;Tropical and subtropical grasslands, savannas, and shrublands;Afrotropics;Senegal;364;129,8784454;58;15,93406593;306;0,560791199;65;0,196340548;245,843;139,5982881;112921,4879;2,014;26,83209375;0;6,35198;721,3235738;4408796,406;1
15288;-12,5;14,35449;12319210561;0,99;Tropical and subtropical grasslands, savannas, and shrublands;Afrotropics;Mali;339;0,811740326;1;0,294985251;338;0,490105307;133;0;314,197;114,9978215;112239,5016;2,042179221;26,43452579;0,037980664;6,005553892;789,5613779;3380195;1
15289;-11,5;14,35449;12319211180;0,97;Tropical and subtropical grasslands, savannas, and shrublands;Afrotropics;Mali;321;8,117402855;5;1,557632399;316;0,466794516;346;0;192,069;119,4259288;111573,604;2,177764682;26,08538925;0,009203071;2,303233269;789,5613779;3380195;1
15290;-10,5;14,35449;12319211205;1;Tropical and subtropical grasslands, savannas, and shrublands;Afrotropics;Mali;306;1,623480568;2;0,653594771;304;0,385972159;484;0;336,715;168,6592847;110924,4294;2,1768;26,157425;0;2,27439;789,5613779;3380195;1
15291;-9,5;14,35449;12319211205;0,99;Tropical and subtropical grasslands, savannas, and shrublands;Afrotropics;Mali;296;2,435220852;2;0,675675676;294;0,354564754;223;0,055260795;469,998;231,1067907;110292,5815;2,1768;26,157425;0;2,27439;789,5613779;3380195;1
15292;-8,5;14,35449;12319211205;0,99;Tropical and subtropical grasslands, savannas, and shrublands;Afrotropics;Mali;292;0;0;0;292;0,34377195;266;0,174847638;405,37;268,0181301;NA;2,1768;26,157425;0;2,27439;NA;NA;0
15293;-7,5;14,35449;12319211205;1;Tropical and subtropical grasslands, savannas, and shrublands;Afrotropics;Mali;298;0,811740284;1;0,33557047;297;0,353916041;195;0;378,957;294,5579759;109083,1162;2,1768;26,157425;0;2,27439;789,5613779;3380195;1
15294;-6,5;14,35449;12319211205;1;Tropical and subtropical grasslands, savannas, and shrublands;Afrotropics;Mali;324;3,246961135;3;0,925925926;321;0,406539623;97;0;225,752;309,1156739;108506,5381;2,1768;26,157425;0;2,27439;789,5613779;3380195;1
15295;-5,5;14,35449;12319211205;0,97;Tropical and subtropical grasslands, savannas, and shrublands;Afrotropics;Mali;334;11,36436397;4;1,19760479;330;0,459770356;22;0;178,139;310,8210538;107949,3629;2,1768;26,157425;0;2,27439;787,4138706;2897669,571;1
15296;-4,5;14,35449;12319211205;0,94;Tropical and subtropical grasslands, savannas, and shrublands;Afrotropics;Mali;339;71,43314498;11;3,244837758;328;0,494924631;192;0;167,943;298,7585323;107412,0204;2,1768;26,157425;0;2,27439;789,5613779;3380195;1
15297;-3,5;14,35449;12319211205;1;Tropical and subtropical grasslands, savannas, and shrublands;Afrotropics;Mali;337;8,117402839;1;0,296735905;336;0,476047489;516;0;197,622;287,0149445;106894,9043;2,1768;26,157425;0;2,27439;789,5613779;3380195;1
15298;-2,5;14,35449;12319210939;1;Tropical and subtropical grasslands, savannas, and shrublands;Afrotropics;Burkina Faso;318;4,058701507;1;0,314465409;317;0,42262639;342;0;314,686;285,9547631;106398,373;2,098461283;26,61335003;0,289882107;2,169622738;789,5613779;3380195;1
15299;-1,5;14,35449;12319172289;1;Tropical and subtropical grasslands, savannas, and shrublands;Afrotropics;Burkina Faso;308;0,811742848;1;0,324675325;307;0,356506073;110;0,358335124;356,878;296,2740963;105922,7507;1,942420039;27,52020265;0,867023549;1,960960267;789,5613779;3380195;1
15300;-0,5;14,35449;12319211205;1;Tropical and subtropical grasslands, savannas, and shrublands;Afrotropics;Burkina Faso;297;0;0;0;297;0,346846393;208;0,741339306;486,82;306,0934272;NA;1,906484904;27,72784424;0,999686007;1,912926533;NA;NA;0
15301;0,5;14,35449;12319211205;0,99;Tropical and subtropical grasslands, savannas, and shrublands;Afrotropics;Burkina Faso;307;1,623480568;1;0,325732899;306;0,370294486;143;0,20543989;418,957;337,0809773;105035,3688;2,176408414;29,75704169;0,311378695;NA;789,5613779;3380195;0
15302;1,5;14,35449;12319211205;0,96;Tropical and subtropical grasslands, savannas, and shrublands;Afrotropics;Niger;308;1,623480568;1;0,324675325;307;0,379655982;129;0;234,266;324,2380023;104624,1034;2,2985;30,674375;0;NA;789,5613779;3380195;0
15303;2,5;14,35449;12319211205;1;Tropical and subtropical grasslands, savannas, and shrublands;Afrotropics;Niger;288;0;0;0;288;0,336169065;125;0;243,896;313,4866085;NA;2,2985;30,674375;0;NA;NA;NA;0
15304;3,5;14,35449;12319211205;1;Tropical and subtropical grasslands, savannas, and shrublands;Afrotropics;Niger;272;1,623480568;2;0,735294118;270;0,305642193;132;0;337,334;287,853612;103867,4638;2,2985;30,674375;0;NA;789,5613779;3380195;0
15305;4,5;14,35449;12319211205;1;Tropical and subtropical grasslands, savannas, and shrublands;Afrotropics;Niger;267;0,811740284;1;0,374531835;266;0,29213148;155;0;237,313;236,5948807;103522,4388;2,2985;30,674375;0;NA;789,5613779;3380195;0
15306;5,5;14,35449;12319060727;1;Tropical and subtropical grasslands, savannas, and shrublands;Afrotropics;Niger;265;0,811750199;1;0,377358491;264;0,292901662;349;0;180,578;195,0041969;103199,8122;2,302297088;30,54598688;0;NA;789,5613779;3380195;0
15307;6,5;14,35449;12319211205;1;Tropical and subtropical grasslands, savannas, and shrublands;Afrotropics;Niger;259;0;0;0;259;0,289089669;354;0;265,368;181,8460345;NA;2,2985;30,674375;0;NA;NA;NA;0
15308;7,5;14,35449;12319211205;1;Tropical and subtropical grasslands, savannas, and shrublands;Afrotropics;Niger;262;0;0;0;262;0,294489174;128;0;240,683;185,6909635;NA;2,2985;30,674375;0;NA;NA;NA;0
15309;8,5;14,35449;12319211205;1;Tropical and subtropical grasslands, savannas, and shrublands;Afrotropics;Niger;256;0;0;0;256;0,287306884;205;0;220,819;196,1178793;NA;2,2985;30,674375;0;NA;NA;NA;0
15310;9,5;14,35449;12319211205;1;Tropical and subtropical grasslands, savannas, and shrublands;Afrotropics;Niger;255;0;0;0;255;0,285992445;238;0;199,721;242,4757383;NA;2,2985;30,674375;0;NA;NA;NA;0
15311;10,5;14,35449;12319211205;1;Tropical and subtropical grasslands, savannas, and shrublands;Afrotropics;Niger;248;0;0;0;248;0,274947871;256;0;337,994;293,6586614;NA;2,2985;30,674375;0;NA;NA;NA;0
15312;11,5;14,35449;12319211205;1;Tropical and subtropical grasslands, savannas, and shrublands;Afrotropics;Niger;242;0;0;0;242;0,262663869;88;0;499,121;307,7619018;NA;2,2985;30,674375;0;NA;NA;NA;0
15313;12,5;14,35449;12319211205;1;Flooded Grasslands and Savannas;Afrotropics;Niger;249;0;0;0;249;0,267747012;78;0;582,449;306,8721795;NA;2,2985;30,674375;0;NA;NA;NA;0
15314;13,5;14,35449;12318866210;1;Flooded Grasslands and Savannas;Afrotropics;Niger;248;0;0;0;248;0,340958012;94;0;839,328;320,1997145;NA;2,51645288;22,4905001;0;NA;NA;NA;0
15315;14,5;14,35449;12319211205;1;Flooded Grasslands and Savannas;Afrotropics;Chad;238;0;0;0;238;0,325047125;108;0;608,432;348,6390344;NA;2,8524;9,871823077;0;NA;NA;NA;0
15316;15,5;14,35449;12319211205;1;Tropical and subtropical grasslands, savannas, and shrublands;Afrotropics;Chad;224;0;0;0;224;0,243732558;105;0;570,22;392,6727523;NA;2,8524;9,871823077;0;NA;NA;NA;0
15317;16,5;14,35449;12319211205;1;Tropical and subtropical grasslands, savannas, and shrublands;Afrotropics;Chad;210;0;0;0;210;0,230947119;51;0;851,368;428,4005688;NA;2,8524;9,871823077;0;NA;NA;NA;0
15318;17,5;14,35449;12319211205;1;Tropical and subtropical grasslands, savannas, and shrublands;Afrotropics;Chad;204;2,435220852;2;0,980392157;202;0,23291158;39;0,18402622;1359,49;434,0617382;101113,6916;2,8524;9,871823077;0;NA;1064,232231;140131;0
15319;18,5;14,35449;12319211205;1;Tropical and subtropical grasslands, savannas, and shrublands;Afrotropics;Chad;206;0;0;0;206;0,226304855;68;0,635706988;579,805;392,1214469;NA;2,8524;9,871823077;0;NA;NA;NA;0
15320;19,5;14,35449;12319211205;1;Tropical and subtropical grasslands, savannas, and shrublands;Afrotropics;Chad;214;0;0;0;214;0,256620305;74;0,777829386;460,77;361,0222868;NA;2,8524;9,871823077;0;NA;NA;NA;0
15321;20,5;14,35449;12319211205;1;Tropical and subtropical grasslands, savannas, and shrublands;Afrotropics;Chad;219;0;0;0;219;0,304868331;406;0,225006043;233,824;323,3184253;NA;2,8524;9,871823077;0;NA;NA;NA;0
15322;21,5;14,35449;12319211205;1;Deserts and Xeric Shrublands;Afrotropics;Chad;227;0;0;0;227;0,320721238;692;0;307,221;299,3128341;NA;2,8524;9,871823077;0;NA;NA;NA;0
15323;22,5;14,35449;12319209722;1;Deserts and Xeric Shrublands;Afrotropics;Sudan;224;0;0;0;224;0,310296804;380;0;366,849;281,4142431;NA;3,003848639;13,13390945;0;NA;NA;NA;0
15324;23,5;14,35449;12319211205;1;Tropical and subtropical grasslands, savannas, and shrublands;Afrotropics;Sudan;240;0;0;0;240;0,370847338;323;0;505,452;291,8880042;NA;3,139;16,044975;0;NA;NA;NA;0
15325;24,5;14,35449;12319211205;1;Tropical and subtropical grasslands, savannas, and shrublands;Afrotropics;Sudan;250;0,811740284;1;0,4;249;0,409122281;1145;0;278,401;321,1792218;101447,5924;3,139;16,044975;0;NA;789,5613779;3380195;0
15326;25,5;14,35449;12319211205;1;Tropical and subtropical grasslands, savannas, and shrublands;Afrotropics;Sudan;245;0;0;0;245;0,393609875;795;0;251,244;344,198402;NA;3,139;16,044975;0;NA;NA;NA;0
15327;26,5;14,35449;12319211205;1;Tropical and subtropical grasslands, savannas, and shrublands;Afrotropics;Sudan;230;0;0;0;230;0,303452687;692;0;645,748;364,7120233;NA;3,139;16,044975;0;NA;NA;NA;0
15328;27,5;14,35449;12319211205;1;Tropical and subtropical grasslands, savannas, and shrublands;Afrotropics;Sudan;221;0;0;0;221;0,266189145;276;0;422,864;379,4669183;NA;3,139;16,044975;0;NA;NA;NA;0
15329;28,5;14,35449;12319211205;1;Tropical and subtropical grasslands, savannas, and shrublands;Afrotropics;Sudan;233;0;0;0;233;0,352876038;376;0;361,478;366,2744868;NA;3,139;16,044975;0;NA;NA;NA;0
15330;29,5;14,35449;12319211205;1;Tropical and subtropical grasslands, savannas, and shrublands;Afrotropics;Sudan;234;0;0;0;234;0,311069815;471;0;325,242;326,2200784;NA;3,139;16,044975;0;NA;NA;NA;0
15331;30,5;14,35449;12319211205;1;Tropical and subtropical grasslands, savannas, and shrublands;Afrotropics;Sudan;247;0,811740284;1;0,4048583;246;0,275957392;427;0;302,713;292,9290847;102643,8718;3,139;16,044975;0;NA;744,6495713;496905;0
15332;31,5;14,35449;12319211205;1;Tropical and subtropical grasslands, savannas, and shrublands;Afrotropics;Sudan;272;0;0;0;272;0,330575208;128;0;249,078;257,6877156;NA;3,139;16,044975;0;NA;NA;NA;0
15333;32,5;14,35449;12319211205;0,98;Tropical and subtropical grasslands, savannas, and shrublands;Afrotropics;Sudan;294;0,811740284;1;0,340136054;293;0,438899659;63;0;102,689;234,3322726;103224,8289;3,139;16,044975;0;NA;789,5613779;3380195;0
15334;33,5;14,35449;12319211205;0,96;Tropical and subtropical grasslands, savannas, and shrublands;Afrotropics;Sudan;308;26,78742937;21;6,818181818;287;0,456224689;98;0;128,03;236,9909837;103548,3609;3,139;16,044975;0;NA;751,8388426;107904,6364;0
15335;34,5;14,35449;12319211205;1;Tropical and subtropical grasslands, savannas, and shrublands;Afrotropics;Sudan;313;5,682181987;7;2,236421725;306;0,470100432;211;0;206,938;219,0926841;103893,4238;3,139;16,044975;0;NA;1064,232231;79259792;0
15336;35,5;14,35449;12319211205;0,99;Tropical and subtropical grasslands, savannas, and shrublands;Afrotropics;Sudan;315;0;0;0;315;0,509098386;295;0;147,226;180,5707044;NA;3,139;16,044975;0;NA;NA;NA;0
15337;36,5;14,35449;12319211104;1;Tropical and subtropical grasslands, savannas, and shrublands;Afrotropics;Eritrea;342;0;0;0;342;0,58870329;872;0;519,489;123,5609451;NA;2,748155484;17,26233452;0;NA;NA;NA;0
15338;37,5;14,35449;12319193605;1;Tropical and subtropical grasslands, savannas, and shrublands;Afrotropics;Eritrea;367;0;0;0;367;0,832586114;1216;0,094441977;491,527;133,6242833;NA;2,390982057;20,57178386;0;NA;NA;NA;0
15339;38,5;14,35449;12319210096;1;Tropical and subtropical grasslands, savannas, and shrublands;Afrotropics;Eritrea;402;0;0;0;402;1,197126073;1651;0;260,119;102,1062282;NA;2,406507814;21,41680014;0;NA;NA;NA;0
15340;39,5;14,35449;12319164146;1;Tropical and subtropical grasslands, savannas, and shrublands;Afrotropics;Eritrea;378;2,435230154;3;0,793650794;375;1,221869106;3301;0;254,251;116,6424927;105923,2119;2,40091729;21,11291878;0;NA;671,3440718;242238,3333;0
15341;40,5;14,35449;11837358296;0,95;Deserts and Xeric Shrublands;Afrotropics;Eritrea;276;0;0;0;276;0,66011123;1419;0;336,651;192,5544069;NA;2,360795404;18,9289672;0;NA;NA;NA;0
15342;41,5;14,35449;4770137492;0,39;Deserts and Xeric Shrublands;Afrotropics;Eritrea;212;0;0;0;212;0,349843237;1235;0;400,697;230,6104574;NA;2,250874298;12,94511132;0;NA;NA;NA;0
15344;43,5;14,35449;11588310612;0,92;Deserts and Xeric Shrublands;Afrotropics;Yemen;169;0;0;0;169;0,75532207;2803;0;523,246;144,8178759;NA;2,478;13,43555333;0;NA;NA;NA;0
15345;44,5;14,35449;12319211205;1;Deserts and Xeric Shrublands;Afrotropics;Yemen;165;0;0;0;165;0,721909887;2156;0;405,599;139,7306483;NA;2,478;13,43555333;0;NA;NA;NA;0
15346;45,5;14,35449;12319211205;1;Deserts and Xeric Shrublands;Afrotropics;Yemen;154;0;0;0;154;0,47527864;1565;0;817,389;144,6542026;NA;2,478;13,43555333;0;NA;NA;NA;0
15347;46,5;14,35449;12319211205;0,99;Deserts and Xeric Shrublands;Afrotropics;Yemen;134;0;0;0;134;0,372777681;2131;0;768,13;181,9791892;NA;2,478;13,43555333;0;NA;NA;NA;0
15348;47,5;14,35449;11785662984;0,95;Deserts and Xeric Shrublands;Afrotropics;Yemen;113;0;0;0;113;0,282929745;1866;0;873,598;203,9840393;NA;2,478;13,43555333;0;NA;NA;NA;0
15349;48,5;14,35449;9479471053;0,77;Deserts and Xeric Shrublands;Afrotropics;Yemen;93;0;0;0;93;0,184193993;2143;0;472,116;222,6733527;NA;2,478;13,43555333;0;NA;NA;NA;0
15375;74,5;14,35449;7542179862;0,58;Tropical and Subtropical Moist Broadleaf Forests;Indo-Malay;India;359;0;0;0;359;1,472427032;1090;0,089233807;181,077;168,930337;NA;2,492166667;20,3953125;1;13,7617625;NA;NA;0
15376;75,5;14,35449;12319211205;0,99;Tropical and Subtropical Dry Broadleaf Forests;Indo-Malay;India;380;20,2935071;25;6,578947368;355;1,736793881;499;0,047743551;108,843;172,9348297;127184,4432;2,492166667;20,3953125;1;13,7617625;1064,232231;79259792;1
15377;76,5;14,35449;12319211205;0,99;Tropical and Subtropical Dry Broadleaf Forests;Indo-Malay;India;350;4,870441703;6;1,714285714;344;1,096689909;623;0;146,593;189,2393856;127744,2681;2,492166667;20,3953125;1;13,7617625;1064,232231;79259792;1
15378;77,5;14,35449;12319211205;0,99;Deserts and Xeric Shrublands;Indo-Malay;India;321;10,55262369;13;4,049844237;308;0,837565928;689;0;107,808;176,9433199;128294,7623;2,492166667;20,3953125;1;13,7617625;887,2163944;42727801;1
15379;78,5;14,35449;12319211205;1;Deserts and Xeric Shrublands;Indo-Malay;India;314;12,98784454;7;2,229299363;307;0,932426029;842;0;133,285;156,6025605;128835,5408;2,492166667;20,3953125;1;13,7617625;1064,232231;140131;1
15380;79,5;14,35449;12319211205;0,99;Deserts and Xeric Shrublands;Indo-Malay;India;310;0;0;0;310;0,919411218;994;0,008758437;135,315;148,6870043;NA;2,492166667;20,3953125;1;13,7617625;NA;NA;0
15394;93,5;14,35449;23620935,14;0,00272;Tropical and Subtropical Moist Broadleaf Forests;Indo-Malay;India;139;0;0;0;139;1,115460713;63;0;565,585;300,7771226;NA;2,492166667;20,3953125;1;13,7617625;NA;NA;0
15399;98,5;14,35449;11898726107;0,94;Tropical and Subtropical Moist Broadleaf Forests;Indo-Malay;Myanmar;506;36,13832238;36;7,114624506;470;1,753826699;1505;0,265542187;607,858;149,8780644;136960,5506;2,47874598;26,16903749;0;NA;1064,232231;51629896,7;0
15400;99,5;14,35449;12319191101;0,95;Tropical and Subtropical Dry Broadleaf Forests;Indo-Malay;Myanmar;495;47,0810133;50;10,1010101;445;1,69515931;1150;0,170620459;278,144;114,6794941;137207,9857;2,370234325;41,4757693;0;13,65695273;1064,232231;66982603,22;1
15401;100,5;14,35449;12319211205;0,99;Tropical and Subtropical Dry Broadleaf Forests;Indo-Malay;Thailand;397;834,4690118;145;36,52392947;252;1,024919284;379;0,003450015;64,0699;55,9022261;137438,9418;2,3685;41,7186875;0;13,65695273;1064,232231;79259792;1
15402;101,5;14,35449;12319211205;0,99;Tropical and Subtropical Dry Broadleaf Forests;Indo-Malay;Thailand;413;3290,795111;264;63,92251816;149;1,091890641;1304;0,218648801;225,167;104,1354926;137653,3769;2,3685;41,7186875;0;13,65695273;1064,232231;78381560,33;1
15403;102,5;14,35449;12318966475;1;Tropical and Subtropical Dry Broadleaf Forests;Indo-Malay;Cambodia;404;101,4695512;53;13,11881188;351;1,040012916;915;0,280006725;388,543;92,55177045;137851,2831;2,361388588;40,46615658;0;13,03110976;1064,232231;31799060,51;1
15404;103,5;14,35449;12318719325;0,99;Tropical and Subtropical Dry Broadleaf Forests;Indo-Malay;Cambodia;383;94,16563275;77;20,10443864;306;0,939743341;511;0,054950878;287,545;110,4391887;138032,6901;2,293750056;28,59981624;0;7,102838575;1064,232231;79259792;1
15405;104,5;14,35449;12318649357;0,99;Tropical and Subtropical Dry Broadleaf Forests;Indo-Malay;Cambodia;379;210,2503225;112;29,55145119;267;0,938555287;664;0,399681663;319,403;136,9338905;138197,672;2,289836533;27,91535012;0;6,760928705;1064,232231;79259792;1
15406;105,5;14,35449;12318299162;0,96;Tropical and Subtropical Dry Broadleaf Forests;Indo-Malay;Cambodia;403;129,0762612;95;23,57320099;308;1,240194981;1064;0,223895573;388,647;134,2778743;138346,354;2,023600527;26,31916093;0;4,052467216;1064,232231;79259792;1
15407;106,5;14,35449;12318614740;0,99;Tropical and Subtropical Dry Broadleaf Forests;Indo-Malay;Cambodia;439;1,623559176;2;0,455580866;437;1,745715806;1336;0,124953854;643,444;124,1805955;138478,9241;1,970380119;19,54689765;0;0,560964759;1064,232231;79259792;1
15408;107,5;14,35449;12318631190;0,99;Tropical and Subtropical Dry Broadleaf Forests;Indo-Malay;Cambodia;471;18,67090559;23;4,883227176;448;2,397661653;1617;0,191803941;497,581;111,7132582;138595,6471;1,832996265;29,14150935;0;2,088499535;1064,232231;79259792;1
15409;108,5;14,35449;12313696377;0,99;Tropical and Subtropical Dry Broadleaf Forests;Indo-Malay;Vietnam;445;10,5573498;12;2,696629213;433;3,291674602;1909;0,053172974;303,585;95,71769609;138696,8848;1,685833333;37,84833125;0;3,39844;1064,232231;67090270,31;1
15421;120,5;14,35449;4532700859;0,32;Tropical and Subtropical Moist Broadleaf Forests;Indo-Malay;Philippines;297;1542,126917;136;45,79124579;161;4,060209127;1320;0,07859711;91,143;69,80473077;139140,0203;2,4505;55,8824875;1;3,624475;1053,093505;62285675,16;1
15422;121,5;14,35449;9173564795;0,64;Tropical and Subtropical Moist Broadleaf Forests;Indo-Malay;Philippines;303;1794,286122;186;61,38613861;117;4,113562065;2011;0,017906388;164,457;85,6649202;139183,6451;2,4505;55,8824875;1;3,624475;1056,576369;63257717,46;1
15423;122,5;14,35449;4326998615;0,34;Tropical and Subtropical Moist Broadleaf Forests;Indo-Malay;Philippines;284;247,2845719;59;20,77464789;225;3,186324153;1279;0,012154269;239,949;124,6777921;139240,4343;2,4505;55,8824875;1;3,624475;1064,232231;42988368,55;1
15424;123,5;14,35449;945557647,2;0,07;Tropical and Subtropical Moist Broadleaf Forests;Indo-Malay;Philippines;273;0;0;0;273;3,137377603;774;0;179,368;122,2842616;NA;2,4505;55,8824875;1;3,624475;NA;NA;0
15425;124,5;14,35449;516654748,1;0,03;Tropical and Subtropical Moist Broadleaf Forests;Indo-Malay;Philippines;227;0;0;0;227;2,152559752;622;0;333,797;155,1491644;NA;2,4505;55,8824875;1;3,624475;NA;NA;0
15446;145,5;14,35449;97325282,82;0,00641;Tropical and Subtropical Dry Broadleaf Forests;Oceania;Northern Mariana Islands;18;10172,07422;13;72,22222222;5;3,96243407;475;0,001512366;184,097;84,45248128;143620,8186;NA;4,318181818;0;NA;1064,232231;61651808,58;0
15469;168,5;14,35449;4613560,372;0;Tropical and Subtropical Moist Broadleaf Forests;Oceania;Marshall Islands;2;0;0;0;2;0,001754694;2;0;4157,6;441,8243321;NA;NA;2,962977778;0;NA;NA;NA;0
15571;-89,5;13,32453;4011246838;0,32;Mangroves;Neotropical;El Salvador;315;13344,9778;252;80;63;1,743737605;1883;0,001051432;64,9409;138,7191274;167164,4757;2,184166667;9,51754375;0;5,232875;1060,380566;58794518,2;0
15572;-88,5;13,32453;7454550462;0,59;Tropical and Subtropical Moist Broadleaf Forests;Neotropical;El Salvador;336;6828,044194;292;86,9047619;44;1,880443316;2032;0;83,2807;148,2201925;166744,6048;2,184166667;9,51754375;0;5,232875;1061,700556;18516670,41;1
15573;-87,5;13,32453;9292692410;0,72;Mangroves;Neotropical;Honduras;423;2540,706069;261;61,70212766;162;3,09380446;1700;0,103532636;120,917;146,2132233;166301,8374;2,253574773;18,15037595;0,147482606;2,019199599;1064,232231;63634365,14;0
15574;-86,5;13,32453;12317833662;0,99;Tropical and Subtropical Coniferous Forests;Neotropical;Honduras;450;3261,125382;304;67,55555556;146;3,61341959;1965;0,044900533;133,063;134,7929596;165838,0601;2,020371682;20,37783337;0,817275385;1,297973963;1064,1253;78964133,68;1
15575;-85,5;13,32453;12317833662;0,99;Tropical and Subtropical Moist Broadleaf Forests;Neotropical;Honduras;507;3542,01893;365;71,99211045;142;4,384695458;1585;0,046444433;251,533;130,4225696;165354,9995;1,948519286;20,42904875;0,999950967;1,309981777;1063,346174;69073842,09;1
15576;-84,5;13,32453;12317833662;1;Tropical and Subtropical Coniferous Forests;Neotropical;Nicaragua;423;2103,454285;265;62,64775414;158;2,858876258;1131;0,015935343;372,758;101,5560239;164854,2163;1,9485;20,4290625;1;1,309985;1063,900667;70240896,38;1
15577;-83,5;13,32453;5622133314;0,47;Mangroves;Neotropical;Nicaragua;417;90,71289696;37;8,872901679;380;2,787042331;84;0,168884224;599,433;124,7862798;164337,1632;1,9485;20,4290625;1;1,309985;1064,232231;79259792;0
